AdjSalePrice,SqFtLot,SqFtTotLiving,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,ZipCode,NewConstruction
1362949,6030,2920,3.5,3,11,1978,0,1,607000,903000,98112,FALSE
262438,4120,910,1,2,6,1932,0,0,97000,127000,98055,FALSE
228987,4120,910,1,2,6,1932,0,0,97000,127000,98055,FALSE
242708,4120,730,1,2,5,1923,0,0,97000,81000,98055,FALSE
294920,4120,1670,3,3,7,1929,2012,0,97000,228000,98055,FALSE
207547,4120,780,1,2,6,1933,0,1,82000,123000,98055,FALSE
131249,4400,610,1,1,5,1922,0,2,88000,52000,98055,FALSE
350806,8054,1900,1.75,3,7,1984,0,0,95000,179000,98031,FALSE
257905,8034,1200,1.75,3,7,1975,0,0,95000,152000,98031,FALSE
292572,8250,1600,1.75,5,7,1975,0,0,95000,144000,98031,FALSE
727672,10308,3320,2.25,4,9,1971,0,0,266000,450000,98177,FALSE
751820,10308,3320,2.25,4,9,1971,0,0,266000,450000,98177,FALSE
856041,9615,2750,2.75,3,9,1986,0,0,245000,429000,98177,FALSE
506047,1236,1390,2.5,2,8,2007,0,0,135000,434000,98122,TRUE
403373,7703,1520,2,3,7,1977,0,0,200000,133000,98028,FALSE
384584,7200,1320,1.75,3,7,1977,0,0,200000,160000,98028,FALSE
530732,5040,1580,1.75,3,6,1947,0,0,214000,263000,98116,FALSE
786885,5350,3900,3.25,4,11,2008,0,1,339000,1049000,98199,FALSE
798323,4810,2120,2.5,3,8,1939,0,0,390000,489000,98199,FALSE
1371429,5350,3450,2.75,3,9,1925,0,1,530000,695000,98199,FALSE
1140689,5350,2230,2.5,4,9,1952,0,1,463000,503000,98199,FALSE
1368144,5557,3025,2.5,3,9,2004,0,0,445000,609000,98199,FALSE
1569702,9630,4040,2.5,4,9,1951,0,0,856000,490000,98199,FALSE
1365431,4203,3160,2.5,4,9,1938,0,0,483000,727000,98199,FALSE
996164,4927,2180,1.5,3,9,1928,0,0,431000,593000,98199,FALSE
1002765,4815,3080,3.5,4,10,1937,2009,0,456000,884000,98199,FALSE
1380514,8881,2910,2.5,4,10,1932,0,0,595000,535000,98199,FALSE
1086370,5350,2750,2.75,3,10,1936,0,1,347000,756000,98199,FALSE
1322222,6700,2840,3,4,9,1930,0,1,553000,544000,98199,FALSE
1053563,4106,3360,2.5,4,8,1941,0,0,314000,559000,98199,FALSE
1974592,4950,4620,4.25,4,12,2009,0,0,408000,1545000,98199,TRUE
1509919,5000,4070,3.25,4,10,1978,2006,0,594000,966000,98199,FALSE
975202,5629,2920,2.5,3,8,1955,0,0,423000,502000,98199,FALSE
754269,5000,2130,1.75,3,8,1937,0,1,331000,458000,98199,FALSE
572365,5000,1080,1,3,8,1940,0,1,331000,197000,98199,FALSE
1103720,5775,2080,1.75,3,9,1948,0,0,370000,404000,98199,FALSE
2027796,8193,3540,3.25,3,10,1977,2009,1,725000,825000,98199,FALSE
1302994,4987,3750,3,4,9,2001,0,0,456000,808000,98199,FALSE
515711,5394,1370,1,3,7,1940,0,0,356000,272000,98199,FALSE
539722,5394,1370,1,3,7,1940,0,0,356000,272000,98199,FALSE
532332,5630,1300,1.75,2,7,1941,0,0,361000,137000,98199,FALSE
686665,5097,1600,1.75,3,7,1944,0,0,338000,293000,98199,FALSE
499393,5097,1040,1.75,3,7,1944,0,0,338000,203000,98199,FALSE
597166,5097,1040,1.75,3,7,1944,0,0,338000,203000,98199,FALSE
816262,6000,1990,2.25,4,8,1941,1999,0,361000,288000,98199,FALSE
699986,3012,2530,3.25,2,8,1989,0,0,228000,505000,98199,FALSE
615673,4800,1890,1.75,4,7,1940,2012,0,298000,339000,98199,FALSE
526651,5400,1920,1.75,3,8,1948,0,0,320000,377000,98199,FALSE
640467,5423,1860,1.75,3,7,1947,0,0,320000,252000,98199,FALSE
517714,5040,1920,1.75,3,7,1948,0,0,320000,167000,98199,FALSE
613770,5584,2180,1.75,4,8,1951,0,0,370000,286000,98199,FALSE
495165,6923,2850,3,4,9,1947,0,0,416000,637000,98199,FALSE
573108,5111,1130,1.75,3,7,1942,0,0,348000,214000,98199,FALSE
1313811,6300,2780,1.75,4,10,1936,0,0,394000,672000,98199,FALSE
1611852,6388,4430,2.5,4,10,1937,0,0,472000,969000,98199,FALSE
881605,6000,2780,2.25,3,9,1948,0,0,512000,463000,98199,FALSE
619898,5378,1450,1,3,7,1939,0,0,356000,186000,98199,FALSE
603415,8580,3470,3.5,4,11,2007,0,0,455000,834000,98199,TRUE
1552140,8580,3470,3.5,4,11,2007,0,0,455000,834000,98199,FALSE
593582,8580,1950,2.25,4,7,1940,0,0,455000,155000,98199,FALSE
579679,6240,1100,1,2,7,1941,0,0,361000,187000,98199,FALSE
652173,6240,1100,1,2,7,1941,0,0,361000,187000,98199,FALSE
613785,6240,1170,1.75,2,7,1941,0,0,361000,214000,98199,FALSE
473528,7000,1190,1,3,7,1943,0,0,400000,101000,98199,FALSE
457325,7000,830,1,2,6,1943,0,0,400000,92000,98199,FALSE
800548,13316,3090,2.5,3,10,1992,0,0,284000,466000,98075,FALSE
756725,15379,2430,2.5,4,10,1992,0,0,294000,395000,98075,FALSE
753463,9136,3010,2.5,3,10,1992,0,0,272000,467000,98075,FALSE
406113,10640,1330,1.5,3,7,1976,0,2,120000,218000,98011,FALSE
504595,7000,2080,2,4,7,1976,0,0,143000,301000,98011,FALSE
372190,7000,2080,2,4,7,1976,0,0,143000,301000,98011,FALSE
386526,7520,1840,2,4,7,1976,0,0,143000,227000,98011,FALSE
483444,7804,1840,2.75,4,7,1976,0,0,143000,317000,98011,FALSE
385143,6500,1250,1.75,3,7,1968,0,0,136000,211000,98011,FALSE
385718,7200,1540,1.5,3,7,1968,0,0,143000,212000,98011,FALSE
503985,8000,1760,2.5,4,7,1968,0,0,143000,275000,98011,FALSE
455472,7704,1720,2,3,7,1969,0,0,143000,261000,98011,FALSE
453947,6800,2190,2.25,4,7,1969,0,0,136000,331000,98011,FALSE
414257,7493,1340,1.5,3,7,1976,0,0,143000,249000,98011,FALSE
379405,7493,1340,1.5,3,7,1976,0,0,143000,249000,98011,FALSE
437087,7600,1900,1.75,3,7,1973,0,0,143000,249000,98011,FALSE
466885,8585,1550,2,4,7,1969,0,0,143000,268000,98011,FALSE
282445,6497,1640,2,3,7,1994,0,0,65000,160000,98002,FALSE
374798,21789,1690,2.5,3,7,1997,0,0,103000,216000,98014,FALSE
452039,21800,1870,2.25,3,7,1996,0,0,103000,229000,98014,FALSE
466824,6784,1860,1,3,7,1940,0,0,261000,212000,98126,FALSE
514699,6784,1860,1,3,7,1940,0,0,261000,212000,98126,FALSE
500690,6400,1240,1,2,7,1938,0,0,285000,194000,98126,FALSE
389852,5650,1460,1,2,7,1939,0,2,252000,175000,98126,FALSE
536232,6400,2400,1.75,4,7,1944,0,0,238000,329000,98126,FALSE
433888,6400,1280,1,2,7,1942,0,0,238000,183000,98126,FALSE
353493,12576,1150,1,3,6,1962,0,0,158000,148000,98034,FALSE
359298,9739,1430,1.75,4,6,1962,0,0,151000,239000,98034,FALSE
652190,5000,2650,2.5,4,9,2003,0,0,250000,349000,98056,FALSE
417371,19090,2240,3,5,8,1968,0,0,105000,290000,98058,FALSE
391691,18000,2040,3,4,8,1973,0,0,105000,269000,98058,FALSE
400795,7490,2430,2.25,4,8,1983,0,0,105000,252000,98058,FALSE
421353,7815,2310,2.25,4,8,1983,0,0,105000,261000,98058,FALSE
408232,7733,2360,2.25,4,8,1983,0,0,105000,245000,98058,FALSE
421363,6582,2970,2.25,4,8,1981,0,0,105000,304000,98058,FALSE
393892,7233,1660,1.75,3,8,1982,0,0,105000,194000,98058,FALSE
328598,6561,1580,2.25,3,8,1981,0,0,105000,194000,98058,FALSE
459208,7517,2410,2.5,4,8,1983,0,0,105000,260000,98058,FALSE
477193,7432,2230,2.5,5,8,1992,0,0,105000,254000,98058,FALSE
455012,7485,2310,2.5,3,8,1986,0,0,105000,263000,98058,FALSE
387179,7485,2310,2.5,3,8,1986,0,0,105000,263000,98058,FALSE
463274,7944,2020,2.75,4,8,1985,0,0,105000,255000,98058,FALSE
426981,8867,1720,1.75,3,8,1985,0,0,105000,207000,98058,FALSE
326450,10072,1050,2,3,7,1986,0,0,100000,165000,98019,FALSE
367880,10072,1050,2,3,7,1986,0,0,100000,165000,98019,FALSE
321477,10079,1160,2,3,7,1986,0,0,100000,170000,98019,FALSE
299630,9535,1030,2,3,7,1986,0,0,99000,162000,98019,FALSE
396931,6000,2190,2.75,4,8,1996,0,0,87000,214000,98092,FALSE
382796,6502,2170,2.5,3,8,2001,0,0,87000,210000,98092,FALSE
364020,6502,2170,2.5,3,8,2001,0,0,87000,210000,98092,FALSE
350364,9209,2190,2.75,4,8,1996,0,0,87000,214000,98092,FALSE
406699,7859,2160,3,4,8,1996,0,0,87000,212000,98092,FALSE
399101,5972,2040,2.5,4,8,2002,0,0,87000,206000,98092,FALSE
381595,5907,2100,2.5,4,8,2002,0,0,87000,210000,98092,FALSE
393684,5366,2430,2.5,4,8,2002,0,0,87000,227000,98092,FALSE
1200415,15071,4160,2.5,4,11,2008,0,0,422000,905000,98006,FALSE
379509,1173,1050,2,2,8,2004,0,2,84000,296000,98122,TRUE
396310,1167,1165,2.25,2,7,2006,0,2,84000,282000,98122,FALSE
868071,14934,2970,2.5,4,9,1974,0,2,595000,545000,98040,FALSE
841559,10516,2290,2.25,4,8,1964,0,2,649000,352000,98040,FALSE
457257,7147,1710,3,4,8,1990,0,1,160000,214000,98155,FALSE
1202764,8754,4320,3.75,5,10,2001,0,0,291000,761000,98052,FALSE
329604,9600,1900,2.25,4,7,1967,0,0,97000,122000,98031,FALSE
344059,10880,2690,4,5,8,1960,0,0,229000,402000,98033,FALSE
457208,7219,2323,2.5,4,8,2005,0,1,73000,242000,98023,TRUE
153872,9147,1250,2,3,6,1942,0,0,86000,114000,98010,FALSE
378742,16836,2440,3,3,7,1994,0,0,108000,222000,98010,FALSE
428082,12109,2570,2.5,4,8,1998,0,0,91000,255000,98010,FALSE
640000,217797,3500,2,3,9,1994,0,0,146000,305000,98051,FALSE
466167,295555,1900,1.75,3,7,1995,0,0,82677,252000,98070,FALSE
462124,54750,1960,2.25,3,7,1976,0,1,144000,214000,98042,FALSE
2206133,329856,7400,6.25,6,12,2003,0,0,258000,1365000,98042,FALSE
312881,34807,1400,2.25,3,7,1966,0,0,133000,158000,98042,FALSE
641613,216963,2250,2.5,3,9,1990,0,0,220000,331000,98042,FALSE
1395128,216947,7040,4.5,4,13,1988,0,0,281000,1477000,98042,FALSE
419091,36224,1510,2.25,3,8,1991,0,3,141000,190000,98045,FALSE
98387,7500,1160,1,2,6,1943,0,0,80000,112000,98178,FALSE
303158,6578,1140,1,2,6,1943,0,0,85000,102000,98178,FALSE
223806,18105,800,1,2,5,1945,0,1,122000,1000,98178,FALSE
389545,24836,2600,1.75,4,7,1962,0,0,170000,239000,98059,FALSE
360756,19166,1930,1.75,3,8,1978,0,1,159000,215000,98059,FALSE
259974,6000,990,1,3,6,1961,0,1,115000,90000,98059,FALSE
503349,64438,2230,2.5,4,7,1978,0,0,180000,262000,98027,FALSE
433220,54450,2350,1.75,4,7,1971,0,0,166000,233000,98027,FALSE
429726,45302,1400,1.75,3,7,1987,0,0,187000,191000,98045,FALSE
410566,22703,1670,2.5,3,7,1988,0,0,168000,162000,98045,FALSE
287492,9297,1140,1,2,6,1957,0,0,80000,129000,98058,FALSE
232260,9202,960,1,2,6,1958,0,0,80000,137000,98058,FALSE
298780,9210,1150,1,2,6,1958,0,0,80000,113000,98058,FALSE
285690,9192,1030,1,2,6,1959,0,0,80000,125000,98058,FALSE
265366,9045,1200,1,3,6,1959,0,0,80000,125000,98058,FALSE
264444,9045,1140,1,3,6,1959,0,0,80000,128000,98058,FALSE
276350,7287,1060,1.5,3,7,1966,0,1,92000,120000,98058,FALSE
341406,7278,1090,1.5,3,7,1967,0,0,97000,139000,98058,FALSE
266223,7278,1090,2,3,7,1966,0,0,97000,171000,98058,FALSE
320000,7700,1390,1,3,7,1966,0,0,97000,122000,98058,FALSE
221989,8592,1150,1.5,3,7,1963,0,1,97000,140000,98058,FALSE
271472,8592,1150,1.5,3,7,1963,0,1,97000,140000,98058,FALSE
327500,7700,1420,2,4,7,1965,0,0,97000,173000,98058,FALSE
355786,11853,1840,2,3,7,1963,0,0,97000,161000,98058,FALSE
341238,7560,1720,1.75,3,7,1966,0,0,97000,175000,98058,FALSE
282017,8050,890,1,3,7,1965,0,1,92000,124000,98058,FALSE
353070,9174,1570,1.5,3,7,1966,0,0,92000,169000,98058,FALSE
295534,9174,1570,1.5,3,7,1966,0,0,92000,169000,98058,FALSE
298932,7700,1360,1.75,4,7,1966,0,0,97000,157000,98058,FALSE
240941,7389,1290,1,3,7,1966,0,0,97000,152000,98058,FALSE
284700,9288,2100,1,4,7,1968,0,0,97000,148000,98058,FALSE
270423,8376,2880,2.75,5,7,1968,0,0,97000,201000,98058,FALSE
385266,7070,2140,2.75,4,7,1968,0,0,97000,183000,98058,FALSE
409023,7070,2140,2.75,4,7,1968,0,0,97000,183000,98058,FALSE
728281,27007,2620,2,6,7,1965,0,1,286000,390000,98006,FALSE
785209,11002,3270,3.25,5,9,1994,0,0,349000,413000,98006,FALSE
806739,54389,2200,2.25,3,8,1979,0,1,225000,374000,98029,FALSE
613744,424511,1880,2,3,8,1998,0,1,199000,380000,98024,FALSE
1152211,22529,5610,4,5,11,1996,0,0,317000,660000,98072,FALSE
944196,26895,3820,3,4,11,1995,0,0,348000,498000,98072,FALSE
1185939,13300,2310,1.5,4,7,1950,0,1,757000,119000,98004,FALSE
782256,7700,2020,3,5,7,1952,0,2,562000,194000,98004,FALSE
427373,6400,960,1,3,6,1942,0,0,361000,62000,98199,FALSE
527059,11325,1710,1.75,3,8,1976,0,1,277000,244000,98052,FALSE
1023686,7944,4390,3.25,4,10,2006,0,2,244000,746000,98052,TRUE
983251,256132,3230,2.5,4,9,2006,0,0,318000,438000,98053,TRUE
1565378,217800,5060,4.25,5,10,2003,0,0,312000,772000,98053,FALSE
1269841,217800,4340,3.5,4,11,2003,0,0,428000,832000,98053,FALSE
585802,135907,2880,2,3,7,1991,0,0,128000,303000,98014,FALSE
599676,8733,1500,1.75,3,7,1949,0,0,294000,75000,98028,FALSE
598194,9700,2860,2.5,5,8,1973,0,0,325000,336000,98028,FALSE
950183,18700,3640,2.5,4,10,1990,0,0,510000,390000,98028,FALSE
326057,214315,1370,1.5,3,6,1987,0,0,152000,167000,98019,FALSE
675047,212137,2520,2.25,3,9,2005,0,0,162000,394000,98019,FALSE
360635,5654,1420,0.75,2,7,1940,0,0,158000,177000,98108,FALSE
472131,7200,1900,2.25,4,7,1965,0,0,181000,192000,98108,FALSE
693146,50094,2630,2.5,3,9,1993,0,0,265000,343000,98053,FALSE
508852,50965,1960,1.75,3,7,1978,0,0,269000,146000,98053,FALSE
542465,132529,1980,2.5,3,8,1991,0,0,302000,200000,98053,FALSE
347494,12500,1200,1,2,7,1937,0,0,114000,162000,98166,FALSE
315130,7200,1160,2.25,3,7,1962,0,0,91000,192000,98166,FALSE
240986,8000,1040,1,3,7,1956,0,0,97000,170000,98166,FALSE
180684,7215,1480,1.75,3,6,1967,0,0,91000,192000,98166,FALSE
305201,7900,1060,1,3,7,1961,2001,0,97000,145000,98058,FALSE
357895,8030,2020,2,4,7,1961,0,0,97000,158000,98058,FALSE
286859,8030,2020,2,4,7,1961,0,0,97000,158000,98058,FALSE
297188,8330,1810,1.75,4,7,1961,0,0,97000,133000,98058,FALSE
350192,7344,2730,2,5,7,1962,0,0,97000,238000,98058,FALSE
327738,9360,1730,1,3,7,1962,0,0,97000,157000,98058,FALSE
266039,7690,1010,1,3,6,1958,0,0,80000,125000,98058,FALSE
300249,7560,1190,1.75,3,6,1958,0,0,80000,170000,98058,FALSE
322033,7560,1140,1,3,6,1958,0,0,80000,129000,98058,FALSE
255288,7560,920,1,3,6,1958,0,0,80000,105000,98058,FALSE
255532,7560,1150,1,3,6,1958,0,0,80000,128000,98058,FALSE
335738,7560,1150,1,3,6,1958,0,0,80000,128000,98058,FALSE
176909,8820,1190,1,3,6,1959,0,0,80000,117000,98058,FALSE
281839,7560,1840,2,4,6,1959,0,0,80000,129000,98058,FALSE
271931,7560,970,1,3,6,1959,0,0,80000,117000,98058,FALSE
304673,7560,1450,1.5,4,6,1959,0,0,80000,128000,98058,FALSE
340795,7560,1450,1.5,4,6,1959,0,0,80000,128000,98058,FALSE
278726,12861,1150,1,2,6,1959,0,0,80000,115000,98058,FALSE
282402,8865,1340,2,3,6,1959,0,1,74000,134000,98058,FALSE
271875,7380,940,1,3,6,1959,0,0,80000,107000,98058,FALSE
347446,8178,2100,2,3,6,1959,0,0,80000,224000,98058,FALSE
304262,8164,1280,1,3,7,1961,0,0,97000,115000,98058,FALSE
324171,7700,1730,1.5,5,7,1961,0,0,97000,156000,98058,FALSE
344736,7381,1820,1.75,4,7,1962,0,1,92000,205000,98058,FALSE
278495,8550,1760,1,3,7,1962,0,1,92000,139000,98058,FALSE
338308,8474,2020,1.5,4,7,1962,0,0,97000,143000,98058,FALSE
363880,9528,1910,1,3,7,1967,0,0,97000,145000,98058,FALSE
714571,12059,2720,2.25,3,8,1968,0,0,295000,273000,98007,FALSE
587218,16434,2550,2.5,4,8,1980,0,2,265000,299000,98007,FALSE
755425,8471,3600,2.5,4,9,2005,0,0,171000,510000,98072,TRUE
658173,6664,2970,2.5,4,9,2005,0,0,171000,443000,98072,FALSE
672729,7740,3000,2.5,4,9,2006,0,0,171000,462000,98072,TRUE
1047683,7085,4180,3.5,4,10,2005,0,0,265000,764000,98074,TRUE
988597,7401,4030,3.5,4,10,2005,0,0,265000,741000,98074,FALSE
961604,8204,3970,3.5,4,10,2004,0,0,265000,720000,98074,FALSE
619122,6420,2250,2.5,4,7,1988,0,0,156000,207000,98059,FALSE
417255,6420,2250,2.5,4,7,1988,0,0,156000,207000,98059,TRUE
506740,6440,2410,2.5,4,8,1974,0,0,136000,330000,98034,FALSE
1192698,18421,3150,2.25,5,10,1974,0,0,632000,417000,98040,FALSE
1126164,17382,3890,4.75,5,9,1966,0,0,660000,456000,98040,FALSE
549683,3600,2860,2.5,4,8,2006,0,0,108000,291000,98055,TRUE
639545,3600,2860,2.5,4,8,2006,0,0,108000,291000,98055,FALSE
541310,4629,2600,2.75,4,8,2006,0,0,108000,279000,98055,TRUE
346965,8544,1610,2.5,3,7,1994,0,0,111000,210000,98038,FALSE
915568,20203,4600,3.5,6,10,2006,0,0,367000,629000,98075,FALSE
884153,19930,3360,3.5,4,10,2005,0,0,367000,511000,98075,FALSE
1138215,15729,4930,4.5,5,11,2005,0,0,367000,841000,98075,TRUE
1254256,14616,4860,3.25,4,11,2006,0,0,367000,861000,98075,TRUE
1139240,14383,4180,3.5,4,11,2006,0,0,367000,794000,98075,FALSE
1009973,17116,3920,4,4,10,2006,0,0,350000,598000,98075,TRUE
1174381,17877,4650,3.25,4,11,2005,0,0,350000,818000,98075,TRUE
1043270,16369,4430,2.75,4,11,2005,0,0,350000,798000,98075,FALSE
1126943,19036,4110,2.75,4,11,2005,0,0,350000,789000,98075,TRUE
426421,15750,2080,2.25,4,8,1976,0,0,172000,276000,98034,FALSE
666299,12560,3490,3,4,9,2007,0,0,143000,386000,98059,FALSE
611260,26763,3150,2.5,4,10,1987,0,0,122000,353000,98038,FALSE
561404,15912,2580,2.5,3,8,1978,0,0,122000,285000,98038,FALSE
536807,15912,2580,2.5,3,8,1978,0,0,122000,285000,98038,FALSE
440136,15000,2600,2.25,3,9,1978,0,0,122000,274000,98038,FALSE
603554,23809,3180,2.5,5,9,1978,0,0,122000,316000,98038,FALSE
478498,13770,2080,1.75,3,8,1987,0,0,122000,263000,98038,FALSE
464286,13500,2130,2.75,3,8,1987,0,0,122000,252000,98038,FALSE
459342,13775,2340,2,3,8,1985,0,0,122000,258000,98038,FALSE
413039,13300,2110,2.25,3,8,1985,0,0,122000,245000,98038,FALSE
406466,13500,1990,2.25,3,8,1986,0,0,122000,222000,98038,FALSE
457651,18231,1950,1.75,3,8,1988,0,0,122000,217000,98038,FALSE
521252,15001,2730,2.25,4,9,1990,0,0,122000,293000,98038,FALSE
311381,3640,1580,2,2,8,1986,0,0,64000,150000,98038,FALSE
269620,3294,1090,1,2,8,1983,0,0,64000,124000,98038,FALSE
258258,4050,1350,1.75,2,8,1981,0,0,64000,137000,98038,FALSE
234897,4050,1350,1.75,2,8,1981,0,0,64000,137000,98038,FALSE
246290,3120,1030,1,2,8,1981,0,0,64000,119000,98038,FALSE
279868,3792,1910,2.5,3,8,1980,0,0,64000,161000,98038,FALSE
269039,4654,1480,1.5,2,8,1980,0,0,64000,156000,98038,FALSE
293393,3972,1710,2,2,8,1985,0,0,64000,154000,98038,FALSE
765926,13475,2630,2.5,4,9,1980,0,0,291000,420000,98052,FALSE
444391,8104,2300,2.25,4,8,1988,0,0,105000,292000,98058,FALSE
446951,10255,2280,2.5,3,8,1985,0,0,105000,281000,98058,FALSE
397474,47916,1760,1.75,4,7,1969,0,0,112000,190000,98022,FALSE
539504,7104,2100,2.25,4,7,1980,0,0,143000,366000,98034,FALSE
464341,7215,2100,2.25,4,7,1980,0,0,143000,307000,98034,FALSE
597691,7215,2100,2.25,4,7,1980,0,0,143000,307000,98034,FALSE
362934,5379,1220,1.75,3,6,1911,0,0,100000,164000,98118,FALSE
234839,5412,810,1,2,6,1926,0,0,100000,107000,98118,FALSE
338948,6232,1060,1.5,3,7,1968,0,0,104000,169000,98118,FALSE
325470,6232,1060,1.5,3,7,1968,0,0,104000,169000,98118,FALSE
261020,5068,950,1,3,6,1952,0,0,100000,91000,98118,FALSE
278815,5068,950,1,3,6,1952,0,0,100000,91000,98118,FALSE
237082,6669,2210,3,6,6,1911,0,0,106000,110000,98118,FALSE
284281,7785,1230,1,2,7,1908,0,0,110000,130000,98118,FALSE
436975,11816,2300,2.5,4,8,1999,0,0,103000,296000,98019,FALSE
507234,8430,2480,2.5,4,7,1978,0,0,182000,243000,98011,FALSE
377132,8332,2380,2.5,5,8,2002,0,0,86000,224000,98003,FALSE
308309,1048,1160,1.5,2,7,2006,0,0,81000,194000,98155,TRUE
305744,1060,1160,1.5,2,7,2006,0,0,81000,194000,98155,TRUE
311829,1086,1160,1.5,2,7,2006,0,0,81000,194000,98155,TRUE
305138,1103,1160,1.5,2,7,2006,0,0,81000,194000,98133,TRUE
311829,1037,1160,1.5,2,7,2006,0,0,81000,194000,98133,TRUE
262185,1037,1160,1.5,2,7,2006,0,0,81000,194000,98133,FALSE
318588,982,1160,1.5,2,7,2006,0,0,72000,197000,98155,TRUE
316738,959,1160,1.5,3,7,2006,0,0,72000,197000,98155,TRUE
309003,960,1160,1.5,2,7,2006,0,0,72000,197000,98133,TRUE
502154,9543,1940,2.25,3,8,1974,0,0,151000,369000,98034,FALSE
323565,7340,1990,2,4,7,1978,0,0,67000,184000,98002,FALSE
321407,7401,1990,2,4,7,1978,0,0,67000,213000,98002,FALSE
650889,9742,3672,3.5,5,9,2006,0,0,87000,325000,98092,TRUE
673096,13235,2670,2.5,4,9,1989,0,1,184000,433000,98072,FALSE
308660,1875,1564,2.5,3,8,2006,0,1,58000,204000,98198,TRUE
333574,1875,1560,2.5,3,8,2006,0,1,58000,209000,98198,FALSE
330455,1875,1560,2.5,3,8,2006,0,1,58000,209000,98198,FALSE
322654,2097,1564,2.5,3,8,2006,0,2,46000,189000,98198,TRUE
233083,6250,710,1,2,6,1955,0,0,72000,75000,98168,FALSE
306408,6600,1280,1,3,7,1967,0,0,81000,129000,98168,FALSE
235985,6581,810,1,2,6,1930,0,0,81000,112000,98168,FALSE
212194,6600,1410,1,3,6,1930,0,0,81000,92000,98168,FALSE
326993,6621,3060,2,8,6,1943,0,0,81000,222000,98168,FALSE
279197,6600,3070,3.5,5,7,1958,0,0,81000,262000,98168,FALSE
417721,6600,3070,3.5,5,7,1958,0,0,81000,262000,98168,FALSE
303184,6600,1250,2,3,6,1943,0,0,81000,148000,98168,FALSE
305255,6600,1250,2,3,6,1943,0,0,81000,148000,98168,FALSE
123504,5280,760,1,2,6,1946,0,0,75000,80000,98168,FALSE
353493,6589,1830,1.75,3,7,1996,0,0,81000,166000,98168,FALSE
341432,9881,1940,1.75,4,6,1942,0,0,97000,112000,98168,FALSE
219302,6650,710,1,2,5,1946,0,0,81000,58000,98168,FALSE
301644,14400,1060,2,2,6,1942,0,1,107000,107000,98168,FALSE
178103,9900,1240,1,2,7,1950,0,1,91000,118000,98168,FALSE
270689,7150,950,1,3,6,1944,0,0,86000,71000,98168,FALSE
147203,7128,810,1,2,6,1944,0,0,86000,71000,98168,FALSE
254019,7128,810,1,2,6,1944,0,0,86000,71000,98168,FALSE
306716,6600,1370,1,3,7,1963,0,1,77000,171000,98168,FALSE
257474,7182,1110,1,2,6,1944,0,0,86000,92000,98168,FALSE
280336,13200,2190,1.5,3,7,1950,0,1,101000,146000,98168,FALSE
235762,6600,860,1,2,6,1949,0,1,77000,134000,98168,FALSE
271624,7980,1330,1.5,4,6,1952,0,0,84000,119000,98168,FALSE
357495,8600,2120,2.75,3,7,1957,0,0,93000,203000,98168,FALSE
289930,6628,2020,2.5,3,7,1963,0,0,89000,173000,98168,FALSE
272787,9975,820,1,2,6,1949,0,0,87000,100000,98168,TRUE
346593,25200,2030,2,4,6,1936,2000,1,99000,129000,98168,FALSE
325772,11193,1390,2,3,6,1938,0,2,80000,120000,98168,FALSE
270330,8100,1040,1.5,3,7,1959,0,0,85000,92000,98168,FALSE
261186,4712,1490,2,3,6,1942,0,2,69000,140000,98168,FALSE
253964,11440,1270,2,3,7,1966,2009,0,89000,146000,98168,FALSE
174406,21712,1030,2,2,6,1938,0,0,107000,86000,98168,FALSE
325911,8424,1630,2.5,3,7,1992,0,0,75000,172000,98198,FALSE
250851,7576,900,1,3,6,1959,0,0,67000,95000,98002,FALSE
256979,7593,1480,2.5,3,6,1959,0,0,67000,125000,98002,FALSE
246441,7560,1010,2,3,6,1959,0,0,67000,103000,98002,FALSE
182346,8100,900,1,3,6,1959,0,0,68000,130000,98002,FALSE
252261,7560,1160,1.75,3,6,1959,0,0,67000,129000,98002,FALSE
260776,7452,900,1,3,6,1959,0,0,67000,79000,98002,FALSE
286611,10208,1540,1,3,6,1960,0,0,71000,130000,98002,FALSE
270169,7314,960,1,3,6,1960,0,0,67000,136000,98002,FALSE
316803,5760,1010,1,3,7,1955,0,1,170000,128000,98125,FALSE
420152,8520,1140,1,3,6,1928,0,0,196000,183000,98125,FALSE
349497,1407,1390,2.25,3,7,2004,0,0,94000,203000,98125,FALSE
335462,1111,1270,2.5,3,7,2007,0,2,76000,208000,98125,FALSE
340469,6251,1680,1,3,6,1920,0,2,152000,185000,98125,FALSE
334691,1650,1430,1.5,0,7,1999,0,0,94000,196000,98125,FALSE
337318,1650,1400,1.5,2,7,1999,0,0,94000,193000,98125,FALSE
356117,1650,1400,1.5,2,7,1999,0,0,94000,193000,98125,FALSE
384318,5001,1600,1,2,6,1930,0,0,190000,201000,98125,FALSE
538312,8050,1890,2,5,7,1936,0,0,196000,266000,98125,FALSE
425537,8568,2500,2,4,7,1927,0,0,196000,321000,98125,FALSE
749596,9500,2330,2.75,4,8,1976,0,0,404000,321000,98125,FALSE
947527,15313,3260,2.25,4,8,1974,0,0,487000,337000,98125,FALSE
1217270,16116,2840,2.5,4,8,1962,0,0,574000,279000,98125,FALSE
1055106,16116,2840,2.5,4,8,1962,0,0,574000,279000,98125,FALSE
982257,10829,3080,3.25,4,9,1998,0,0,465000,380000,98125,FALSE
